locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
Chikkabanavara,Bangalore,30.0,2,1,0,Furnished,167.0,5000.0
Rajendra Nagar,New Delhi,1800.0,3,3,2,Semi-Furnished,42.0,75000.0
Kondhwa,Pune,480.0,1,1,0,Unfurnished,10.0,5000.0
Thambu Chetty Palya,Bangalore,2000.0,3,3,3,Semi-Furnished,16.0,33000.0
Mahavir Enclave Part 1,New Delhi,252.0,1,1,0,Unfurnished,22.0,5500.0
Hennur,Bangalore,800.0,1,1,0,Semi-Furnished,23.0,18000.0
Wagholi,Pune,1050.0,2,2,2,Furnished,40.0,42000.0
St Nagar Burari,New Delhi,800.0,1,1,0,Unfurnished,10.0,8000.0
Kalyani Nagar,Pune,300.0,1,1,0,Semi-Furnished,27.0,8000.0
Narhe,Pune,585.0,1,1,0,Unfurnished,15.0,8500.0
Wakad,Pune,1188.0,3,3,2,Semi-Furnished,30.0,36000.0
Samalkha,New Delhi,700.0,2,2,0,Unfurnished,36.0,25000.0
Butibori,Nagpur,1500.0,4,4,0,Semi-Furnished,20.0,30000.0
Kanjurmarg West,Mumbai,753.0,2,2,0,Semi-Furnished,76.0,57000.0
Kharadi,Pune,1980.0,3,3,0,Semi-Furnished,25.0,50000.0
Yelahanka New Town,Bangalore,1234.0,2,2,2,Semi-Furnished,18.0,22000.0
Uttam Nagar East,New Delhi,450.0,2,1,0,Furnished,27.0,12000.0
Sector 7 Dwarka,New Delhi,500.0,1,1,0,Semi-Furnished,54.0,27000.0
Sector 12 Dwarka,New Delhi,2000.0,3,4,2,Unfurnished,32.0,63000.0
Block 2nd JayaNagar East,Bangalore,2600.0,4,3,0,Semi-Furnished,21.0,55000.0
Kishangarh,New Delhi,1150.0,3,3,2,Semi-Furnished,30.0,35000.0
Wadala,Mumbai,967.0,2,2,0,Semi-Furnished,78.0,75000.0
Shivajinagar,Pune,958.0,2,2,2,Unfurnished,37.0,35000.0
Hebbal,Bangalore,3000.0,3,4,2,Unfurnished,73.0,220000.00000000003
Whitefield,Bangalore,4390.0,4,4,3,Semi-Furnished,34.0,150000.0
Phase 1st MCECHS Layout,Bangalore,1200.0,2,2,2,Semi-Furnished,23.0,28000.0
Chakan,Pune,930.0,2,2,0,Semi-Furnished,10.0,9000.0
Ketkipada,Mumbai,872.0,2,2,0,Unfurnished,29.0,25000.0
Laxmi Nagar,New Delhi,660.0,2,2,0,Semi-Furnished,17.0,11500.0
Hosa Road,Bangalore,1221.0,2,2,2,Furnished,29.0,35000.0
Chhattarpur,New Delhi,850.0,2,2,2,Semi-Furnished,25.0,21000.0
Mundhwa,Pune,53.0,2,2,0,Semi-Furnished,491.0,26000.0
Andrahalli,Bangalore,500.0,1,1,0,Unfurnished,11.0,5500.0
Andheri West,Mumbai,100.0,1,1,0,Furnished,60.0,6000.0
Thakur Village,Mumbai,850.0,2,2,0,Semi-Furnished,80.0,68000.0
Hinjewadi,Pune,800.0,2,2,3,Semi-Furnished,41.0,33000.0
Hadosiddapura,Bangalore,1780.0,3,3,2,Unfurnished,35.0,63000.0
Mohammed Wadi,Pune,1050.0,2,2,0,Semi-Furnished,13.0,14000.0
Ramamurthy Nagar,Bangalore,220.0,1,1,0,Semi-Furnished,27.0,6000.0
Savitri Nagar Village,New Delhi,630.0,2,1,0,Unfurnished,31.77777777777778,20000.0
Malleshpalya Main Road,Bangalore,1180.0,2,2,2,Semi-Furnished,29.0,34000.0
Defence Colony,New Delhi,2000.0,3,3,3,Unfurnished,68.0,140000.0
Whitefield,Bangalore,2134.0,3,3,0,Semi-Furnished,33.0,70000.0
Baner,Pune,461.0,1,1,0,Semi-Furnished,48.0,21999.0
Thergaon,Pune,530.0,1,1,2,Unfurnished,34.0,18000.0
Kalubai Nagar,Pune,750.0,2,2,0,Unfurnished,24.0,18000.0
Baner Road,Pune,475.0,1,1,0,Semi-Furnished,32.0,15000.0
Pratap Nagar,Nagpur,1600.0,2,2,0,Semi-Furnished,17.0,27000.0
Bibwewadi,Pune,620.0,1,1,0,Unfurnished,19.0,12000.0
Malviya Nagar,New Delhi,850.0,2,2,2,Semi-Furnished,38.0,32000.0
Najafgarh,New Delhi,1350.0,3,2,0,Unfurnished,11.0,15000.0
Jangpura,New Delhi,900.0,2,2,0,Furnished,30.0,27000.0
Kalyani Nagar,Pune,1550.0,3,3,2,Unfurnished,39.0,60000.0
Adarsh Nagar,New Delhi,350.0,1,1,0,Furnished,26.0,9000.0
Narendra Nagar,Nagpur,1156.0,3,2,2,Semi-Furnished,14.0,16500.0
Chennammana Kere,Bangalore,2400.0,2,2,0,Semi-Furnished,10.0,25000.0
Horamavu,Bangalore,950.0,2,2,2,Semi-Furnished,27.0,26000.0
Goregaon Mulund Link Road,Mumbai,1096.0,3,3,4,Unfurnished,68.0,75000.0
Garodia Nagar,Mumbai,715.0,3,2,0,Semi-Furnished,70.0,50000.0
Sector 6 Dwarka,New Delhi,2400.0,5,3,0,Unfurnished,23.0,55000.0
Kharadi,Pune,1661.0,3,3,2,Furnished,69.0,120000.0
Kala Nagar,Mumbai,1004.0,3,3,0,Semi-Furnished,220.0,220000.00000000003
Punawale,Pune,435.0,1,1,0,Furnished,53.0,23000.0
Kandivali East,Mumbai,825.0,3,2,0,Semi-Furnished,56.0,46000.0
Narhe,Pune,850.0,2,2,2,Unfurnished,21.0,18000.0
Chandivali,Mumbai,829.0,2,2,0,Semi-Furnished,100.0,83000.0
Andheri West,Mumbai,2400.0,4,3,0,Furnished,125.0,300000.0
Mohammed Wadi,Pune,876.0,2,2,0,Semi-Furnished,21.0,18000.0
Tingre Nagar,Pune,810.0,2,2,0,Unfurnished,26.0,21000.0
Mira Road,Mumbai,360.0,1,2,3,Semi-Furnished,56.0,20000.0
Jhilmil Colony,New Delhi,900.0,2,1,0,Semi-Furnished,33.0,30000.0
Hinjewadi,Pune,751.0,2,2,3,Furnished,47.0,35000.0
Vadgaon Budruk,Pune,2500.0,3,4,4,Semi-Furnished,20.0,50000.0
Baner Road,Pune,940.0,2,2,2,Semi-Furnished,34.0,32000.0
Undri,Pune,650.0,1,1,0,Furnished,20.0,13000.0
Undri,Pune,920.0,3,3,0,Semi-Furnished,27.0,25000.0
Meenakshi Layout Choodasandra,Bangalore,1300.0,3,2,2,Unfurnished,35.0,45800.0
Dighi,Pune,900.0,2,2,0,Unfurnished,6.0,5000.0
Whitefield,Bangalore,1450.0,2,2,2,Furnished,29.0,42000.0
Malad East,Mumbai,645.0,2,1,0,Semi-Furnished,59.0,38000.0
Koregaon Park,Pune,900.0,2,2,0,Semi-Furnished,50.0,45000.0
Pimple Nilakh,Pune,1050.0,3,3,3,Semi-Furnished,42.0,44000.0
Whitefield,Bangalore,950.0,2,2,0,Furnished,53.0,50000.0
Sector 23 Rohini,New Delhi,1000.0,2,2,0,Furnished,30.0,30000.0
Kharadi,Pune,1885.0,3,3,0,Furnished,37.0,70000.0
Basavanna Nagar,Bangalore,2700.0,3,4,2,Semi-Furnished,41.0,110000.0
Talegaon Dabhade,Pune,1400.0,3,3,3,Furnished,21.0,30000.0
Keshav Nagar,Pune,550.0,1,1,0,Unfurnished,22.0,12000.0
Kandivali West,Mumbai,1000.0,3,3,0,Unfurnished,60.0,60000.0
Friends Colony,Nagpur,800.0,2,2,0,Semi-Furnished,18.0,14000.0
Trimurti Nagar,Nagpur,1350.0,3,3,3,Furnished,19.0,25000.0
EON Free Zone,Pune,1980.0,3,3,2,Unfurnished,26.0,51000.0
Jacob Circle,Mumbai,640.0,2,2,0,Furnished,125.0,80000.0
Matunga,Mumbai,160.0,1,1,0,Unfurnished,44.0,7000.0
Mundhwa,Pune,300.0,1,1,0,Furnished,47.0,14000.0
Bellandur,Bangalore,945.0,2,2,2,Semi-Furnished,47.0,44000.0
Cambridge Layout,Bangalore,2000.0,3,3,2,Unfurnished,63.0,130000.0
Qutub Vihar Phase 1,New Delhi,500.0,2,1,0,Semi-Furnished,13.0,6500.0
Rahatni,Pune,600.0,1,1,0,Unfurnished,20.0,12000.0
GK I,New Delhi,4200.0,3,3,2,Furnished,65.0,280000.0
Khar West,Mumbai,1250.0,3,3,0,Unfurnished,260.0,330000.0
Seelampur,New Delhi,600.0,1,1,0,Furnished,30.0,18000.0
Bhandup West,Mumbai,600.0,2,2,0,Unfurnished,70.0,42000.0
Vikaspuri,New Delhi,900.0,2,2,0,Unfurnished,13.0,11500.0
Civil Lines,Nagpur,900.0,2,2,2,Semi-Furnished,22.0,20000.0
Sun City,Pune,1500.0,3,3,0,Unfurnished,23.0,35000.0
Sinhgad Road,Pune,850.0,2,2,0,Semi-Furnished,38.0,32000.0
Yelahanka,Bangalore,600.0,2,2,0,Semi-Furnished,17.0,10000.0
Mahipalpur,New Delhi,900.0,2,1,0,Unfurnished,11.0,10000.0
Doddakannelli,Bangalore,1100.0,2,2,0,Semi-Furnished,32.0,35000.0
Hebbal,Bangalore,3895.0,4,4,3,Semi-Furnished,56.0,220000.00000000003
Lohegaon,Pune,500.0,1,1,0,Semi-Furnished,33.0,16500.0
Whitefield,Bangalore,1200.0,4,4,0,Furnished,83.0,100000.0
Kalyani Nagar,Pune,1600.0,3,3,0,Furnished,41.0,66000.0
Borivali West,Mumbai,840.0,3,3,0,Semi-Furnished,89.0,75000.0
Tilak Nagar Goregaon West,Mumbai,780.0,2,2,0,Semi-Furnished,67.0,52000.0
BCC Layout,Bangalore,600.0,2,2,0,Unfurnished,33.0,20000.0
Katraj Kondhwa Road,Pune,450.0,1,1,0,Semi-Furnished,27.0,12000.0
Bhumkar Nagar,Pune,821.0,2,2,2,Unfurnished,37.0,30000.0
Vikaspuri,New Delhi,550.0,2,1,0,Semi-Furnished,22.0,12000.0
NIBM Road,Pune,1350.0,3,3,2,Furnished,37.0,49999.0
KR Puram,Bangalore,1000.0,2,1,0,Semi-Furnished,16.0,16000.0
Shyam Nagar,New Delhi,900.0,2,1,0,Semi-Furnished,16.0,14000.0
Viman Nagar Central,Pune,1460.0,3,3,2,Unfurnished,32.0,47000.0
Dange Chowk,Pune,800.0,2,1,0,Unfurnished,18.0,14500.0
Block 4th Jayanagar,Bangalore,1100.0,2,3,0,Semi-Furnished,41.0,45000.0
Marathahalli,Bangalore,2800.0,4,4,2,Semi-Furnished,43.0,120000.0
Thambu Chetty Palya,Bangalore,1100.0,2,2,0,Semi-Furnished,16.0,18000.0
Godhani,Nagpur,1135.0,2,2,2,Unfurnished,6.0,7000.0
Borivali West,Mumbai,600.0,2,2,0,Unfurnished,80.0,48000.0
Narhe,Pune,2000.0,3,3,4,Furnished,18.0,35000.0
Dahisar East,Mumbai,390.0,1,1,0,Unfurnished,38.0,15000.0
Katraj,Pune,1701.0,3,3,3,Semi-Furnished,19.0,33000.0
Mithapur,New Delhi,500.0,1,1,0,Unfurnished,8.0,4000.0
Pitampura,New Delhi,630.0,2,2,0,Unfurnished,63.0,40000.0
Naraina Village,New Delhi,720.0,3,1,0,Semi-Furnished,21.0,15000.0
Khirki Extension,New Delhi,450.0,1,1,0,Unfurnished,22.0,10000.0
BTM Layout,Bangalore,1000.0,2,2,0,Semi-Furnished,25.0,25000.0
Dehu,Pune,350.0,1,1,0,Unfurnished,14.0,5000.0
Pune Solapur Highway,Pune,775.0,1,1,0,Unfurnished,8.0,6500.0
Andheri East,Mumbai,450.0,1,1,0,Unfurnished,78.0,35000.0
Hunasamaranahalli,Bangalore,6700.0,5,7,5,Furnished,82.0,550000.0
Kaggadasapura,Bangalore,1000.0,2,2,0,Semi-Furnished,16.0,16000.0
Budigere,Bangalore,1632.0,4,3,0,Semi-Furnished,28.0,45000.0
Prabhadevi,Mumbai,3000.0,5,6,0,Unfurnished,247.0,740000.0
Andheri East,Mumbai,725.0,2,2,0,Semi-Furnished,76.0,55000.0
Powai,Mumbai,476.0,1,2,0,Furnished,95.0,45000.0
Thakur Village,Mumbai,990.0,2,2,0,Unfurnished,71.0,70000.0
Nahar Nagar,Mumbai,665.0,2,2,0,Unfurnished,86.0,57000.0
Mahadevapura Layout,Bangalore,600.0,1,1,2,Semi-Furnished,28.0,16500.0
Thakur Village,Mumbai,635.0,2,2,0,Semi-Furnished,76.0,48000.0
Kurla East,Mumbai,640.0,1,1,0,Unfurnished,44.0,28000.0
Richmond Town,Bangalore,1900.0,3,3,3,Semi-Furnished,63.0,120000.0
Whitefield,Bangalore,285.0,1,1,0,Unfurnished,88.0,25000.0
Andheri East,Mumbai,1000.0,3,3,3,Furnished,75.0,75000.0
Wagholi,Pune,839.0,2,2,2,Furnished,24.0,20000.0
Panchsheel Enclave,New Delhi,2385.0,3,3,0,Semi-Furnished,55.0,130000.0
Worli,Mumbai,1348.0,3,3,2,Unfurnished,171.0,230000.0
Wadki,Pune,425.0,1,1,0,Unfurnished,12.0,5000.0
Uttam Nagar,New Delhi,720.0,2,1,2,Furnished,21.0,15000.0
Munireddy Layout,Bangalore,700.0,1,1,0,Unfurnished,13.0,9000.0
Pimple Gurav,Pune,950.0,2,2,2,Unfurnished,21.0,20000.0
Sarita Vihar,New Delhi,1600.0,3,2,2,Unfurnished,28.0,45000.0
Mira Road,Mumbai,900.0,2,2,0,Unfurnished,36.0,32000.0
Manewada Square,Nagpur,650.0,1,1,0,Unfurnished,14.0,9000.0
Kanakapura Road,Bangalore,1450.0,3,3,0,Furnished,31.0,45000.0
Pandav Nagar,New Delhi,800.0,2,2,0,Semi-Furnished,22.0,18000.0
Hinjewadi,Pune,783.0,2,2,2,Unfurnished,32.0,25000.0
Pant Nagar,Mumbai,445.0,1,2,0,Semi-Furnished,101.0,45000.0
Andheri West,Mumbai,531.0,2,2,0,Unfurnished,98.0,52000.0
Roop Nagar,New Delhi,1800.0,5,5,0,Furnished,7.0,13000.0
Bommasandra,Bangalore,500.0,1,1,0,Semi-Furnished,13.0,6500.0
Bavdhan,Pune,1298.0,3,3,3,Unfurnished,32.0,42000.0
Jivan Park Rani Bagh,New Delhi,450.0,4,3,0,Unfurnished,26.666666666666668,12000.0
Jamtha,Nagpur,600.0,2,2,0,Semi-Furnished,13.0,7500.0
Pimple Saudagar,Pune,400.0,1,2,0,Furnished,62.0,25000.0
Bannerghatta,Bangalore,1800.0,3,3,2,Semi-Furnished,40.0,72000.0
Block 6th Koramangala,Bangalore,500.0,1,1,0,Semi-Furnished,42.0,21000.0
Bhandarkar Road,Pune,500.0,1,1,0,Furnished,50.0,25000.0
Goregaon East,Mumbai,1200.0,3,3,0,Furnished,58.0,70000.0
Goregaon East,Mumbai,410.0,1,2,0,Furnished,66.0,27000.0
Tughlakabad Extension,New Delhi,650.0,2,2,0,Semi-Furnished,20.0,13000.0
Lohegaon,Pune,780.0,2,2,2,Unfurnished,32.0,25000.0
Rakshak Nagar,Pune,550.0,1,1,0,Unfurnished,22.0,12000.0
Nagegowdanapalya,Bangalore,390.0,1,1,0,Furnished,64.0,25000.0
Tagore Nagar,Mumbai,650.0,2,1,0,Unfurnished,38.0,25000.0
KR Puram,Bangalore,900.0,2,2,0,Unfurnished,24.0,22000.0
Kanjurmarg East,Mumbai,300.0,1,1,0,Unfurnished,27.0,8000.0
Doddakallasandra,Bangalore,1280.0,3,3,0,Semi-Furnished,34.0,43800.0
Hulimavu,Bangalore,600.0,1,1,0,Semi-Furnished,13.0,8000.0
Kharadi,Pune,1034.0,2,2,0,Semi-Furnished,38.0,39000.0
Chandan Nagar,Mumbai,1130.0,2,2,0,Semi-Furnished,11.0,12500.0
Rajendra Nagar,Mumbai,1073.0,3,3,0,Semi-Furnished,89.0,95000.0
Subhash Nagar,New Delhi,700.0,2,2,0,Unfurnished,29.0,20000.0
Koramangala 80 Feet Road,Bangalore,2400.0,3,4,3,Semi-Furnished,52.0,130000.0
Devanahalli,Bangalore,4500.0,4,5,2,Semi-Furnished,33.0,150000.0
Goregaon East,Mumbai,980.0,3,2,0,Semi-Furnished,112.0,110000.0
Hauz Khas,New Delhi,950.0,2,2,0,Semi-Furnished,26.0,25000.0
Goregaon East,Mumbai,900.0,2,2,6,Furnished,89.0,80000.0
Hosur Road,Bangalore,1735.0,3,3,3,Semi-Furnished,46.0,80000.0
Mahipalpur,New Delhi,350.0,1,1,0,Furnished,43.0,15000.0
Hadapsar,Pune,428.0,1,1,0,Semi-Furnished,15.0,6500.0
Mira Road,Mumbai,1089.0,3,2,0,Unfurnished,25.0,27000.0
Manjri Budruk,Pune,550.0,2,1,0,Unfurnished,14.0,7500.0
Munnekollal,Bangalore,1150.0,2,2,2,Unfurnished,30.0,34000.0
Chhattarpur,New Delhi,1500.0,3,3,0,Semi-Furnished,15.0,22000.0
Alaknanda,New Delhi,1150.0,2,2,2,Semi-Furnished,37.0,42000.0
Munnekollal,Bangalore,2000.0,3,2,0,Unfurnished,20.0,40000.0
Hadapsar,Pune,1210.0,2,2,0,Semi-Furnished,37.0,45000.0
Powai,Mumbai,650.0,2,2,0,Semi-Furnished,111.0,72000.0
Dahisar East,Mumbai,500.0,1,1,0,Furnished,48.0,24000.0
Dwarka,New Delhi,1225.0,3,4,2,Unfurnished,49.0,60000.0
Charholi Budruk,Pune,1424.0,3,3,0,Semi-Furnished,20.0,28000.0
Chembur,Mumbai,725.0,2,2,0,Unfurnished,91.0,66000.0
Avalahalli,Bangalore,3600.0,3,4,0,Semi-Furnished,19.0,70000.0
Pimple Gurav,Pune,550.0,1,1,0,Unfurnished,18.0,10000.0
Gavane Pada,Mumbai,575.0,2,2,0,Furnished,104.0,60000.0
Tulaja Bhawani Nagar,Pune,850.0,2,2,0,Unfurnished,42.0,36000.0
HBR Layout,Bangalore,300.0,1,1,0,Unfurnished,28.0,8500.0
Chinchwad,Pune,890.0,2,2,3,Unfurnished,39.0,35000.0
Patel Nagar West,New Delhi,120.0,1,1,0,Furnished,92.0,11000.0
Ambalipura Sarjapur Road,Bangalore,2200.0,3,3,2,Furnished,35.0,78000.0
Baner,Pune,2600.0,4,6,3,Semi-Furnished,48.0,130000.0
Sector 13 Dwarka,New Delhi,450.0,2,1,0,Semi-Furnished,17.77777777777778,8000.0
Nisarga Nandana Layout,Bangalore,1560.0,3,3,0,Semi-Furnished,14.0,22000.0
Safdarjung Development Area,New Delhi,1500.0,3,3,2,Unfurnished,67.0,100000.0
Yellappa Chetty Layout,Bangalore,5000.0,5,5,2,Semi-Furnished,170.0,850000.0
Santacruz West,Mumbai,800.0,2,2,0,Semi-Furnished,75.0,60000.0
Prabhadevi,Mumbai,1450.0,3,4,0,Unfurnished,190.0,280000.0
Borivali West,Mumbai,550.0,1,1,0,Semi-Furnished,55.0,30000.0
Papareddipalya,Bangalore,650.0,2,1,0,Unfurnished,17.0,11000.0
Rana Pratap Bagh,New Delhi,1212.0,3,3,2,Semi-Furnished,33.0,40000.0
Ashok Vihar Phase 3,New Delhi,350.0,1,1,0,Furnished,43.0,15000.0
Nerul,Mumbai,1350.0,3,3,0,Semi-Furnished,41.0,55000.0
Gavanpada,Mumbai,445.0,1,1,0,Unfurnished,63.0,28000.0
Andheri West,Mumbai,900.0,2,2,2,Unfurnished,122.0,110000.0
Nehru Nagar,New Delhi,580.0,1,1,0,Furnished,22.0,13000.0
Ghitorni,New Delhi,400.0,1,1,0,Unfurnished,20.0,8000.0
Hosur Road,Bangalore,1198.0,2,2,0,Semi-Furnished,43.0,52000.0
Inderpuri,New Delhi,2300.0,4,4,3,Semi-Furnished,46.0,110000.0
Sangam Vihar,New Delhi,500.0,2,1,0,Unfurnished,10.0,5000.0
Sitapuri,New Delhi,900.0,2,1,0,Unfurnished,16.0,14000.0
Ram Nagar,New Delhi,600.0,3,2,2,Semi-Furnished,42.0,25000.0
Santacruz East,Mumbai,1540.0,4,4,0,Semi-Furnished,130.0,200000.0
Hinjewadi,Pune,615.0,2,2,0,Semi-Furnished,41.0,25000.0
Kogilu,Bangalore,1500.0,3,3,2,Semi-Furnished,37.0,55000.0
Besa,Nagpur,600.0,1,1,0,Semi-Furnished,10.0,6000.0
Kasba Peth,Pune,500.0,1,1,0,Unfurnished,30.0,15000.0
Dashrath Puri,New Delhi,1500.0,4,2,2,Furnished,22.0,33000.0
Ravi Nagar,Nagpur,1200.0,2,3,3,Furnished,33.0,40000.0
Ambegaon Pathar Road,Pune,650.0,1,1,0,Unfurnished,11.0,7000.0
Aya Nagar,New Delhi,400.0,1,1,0,Unfurnished,20.0,8000.0
Sector 13 Dwarka,New Delhi,1430.0,3,3,2,Unfurnished,35.0,50000.0
Vile Parle West,Mumbai,500.0,1,1,0,Furnished,80.0,40000.0
Shanthala Nagar,Bangalore,850.0,1,1,0,Furnished,38.0,32000.0
Hinjewadi,Pune,973.0,3,3,2,Unfurnished,29.0,28000.0
Dighori,Nagpur,750.0,1,1,2,Unfurnished,12.0,9000.0
Loni Kalbhor,Pune,800.0,2,1,0,Unfurnished,9.0,7000.0
Phase 7 JP Nagar,Bangalore,2000.0,2,2,0,Semi-Furnished,14.0,28000.0
Manish Nagar,Nagpur,1100.0,2,2,0,Unfurnished,15.0,16500.0
Sinhgad Road,Pune,900.0,2,2,3,Unfurnished,29.0,26000.0
Bannerghatta Road,Bangalore,2300.0,3,4,4,Semi-Furnished,15.0,35000.0
Kemps Corner,Mumbai,1050.0,2,3,2,Furnished,167.0,180000.0
Kalina,Mumbai,650.0,2,2,0,Semi-Furnished,94.0,61000.0
Bhugaon,Pune,950.0,3,3,5,Furnished,32.0,30000.0
Keshav Nagar,Pune,350.0,1,1,0,Unfurnished,17.0,6000.0
Bharat Vihar,New Delhi,900.0,2,1,0,Semi-Furnished,11.0,10000.0
Lal Bahadur Shastri Road,Mumbai,752.0,2,2,0,Furnished,73.0,55000.0
Whitefield,Bangalore,500.0,1,1,0,Semi-Furnished,20.0,10000.0
Ram Das Peth,Nagpur,2000.0,4,3,4,Semi-Furnished,12.0,25000.0
Nimbalkar Nagar Lohegaon,Pune,980.0,3,3,2,Semi-Furnished,29.0,28000.0
Mihan,Nagpur,1100.0,2,2,0,Unfurnished,12.0,13000.0
Banashankari Stage 2,Bangalore,520.0,1,2,0,Unfurnished,10.0,5000.0
Dilshad Garden,New Delhi,1100.0,3,2,0,Semi-Furnished,16.0,18000.0
Andheri West,Mumbai,550.0,1,2,0,Semi-Furnished,73.0,40000.0
Palam Colony,New Delhi,270.0,1,1,0,Semi-Furnished,19.0,5000.0
Hinjewadi,Pune,1335.0,2,2,2,Furnished,34.0,45000.0
Wakadewadi,Pune,720.0,2,2,0,Unfurnished,32.0,23000.0
Mira Road,Mumbai,600.0,2,2,3,Semi-Furnished,40.0,24000.0
Najafgarh,New Delhi,600.0,2,1,0,Unfurnished,17.0,10000.0
Chhattarpur,New Delhi,350.0,1,1,0,Semi-Furnished,29.0,10000.0
Manish Nagar,Nagpur,900.0,2,2,0,Unfurnished,20.0,18000.0
Moshi,Pune,575.0,2,2,2,Semi-Furnished,24.0,14000.0
Somalwada,Nagpur,600.0,1,2,0,Semi-Furnished,18.0,11000.0
Pipla,Nagpur,1243.0,2,2,3,Semi-Furnished,14.0,17000.0
Juhu,Mumbai,1300.0,3,3,2,Semi-Furnished,185.0,240000.0
Central Area,Mumbai,900.0,2,2,0,Furnished,78.0,70000.0
Marathahalli,Bangalore,750.0,3,3,2,Unfurnished,97.0,73000.0
Patel Nagar East,New Delhi,900.0,3,2,0,Unfurnished,50.0,45000.0
Dwarka Mor,New Delhi,450.0,1,1,0,Semi-Furnished,34.0,15500.0
GK II,New Delhi,8.0,1,1,0,Unfurnished,625.0,5000.0
Karve Nagar,Pune,600.0,2,1,0,Unfurnished,28.0,17000.0
HRBR Layout Block 1,Bangalore,1150.0,2,2,0,Semi-Furnished,28.0,32000.0
JP Nagar,Bangalore,3000.0,3,4,0,Semi-Furnished,37.0,110000.0
Whitefield,Bangalore,2800.0,4,4,4,Semi-Furnished,29.0,80000.0
Kammagondahalli,Bangalore,400.0,1,1,0,Unfurnished,11.0,4500.0
Bhandup West,Mumbai,600.0,1,2,0,Semi-Furnished,52.0,31000.0
Begur,Bangalore,470.0,1,1,2,Semi-Furnished,64.0,30000.0
Shivaji Nagar,Nagpur,1800.0,3,2,4,Furnished,16.0,28000.0
Kannuru,Bangalore,3300.0,5,7,2,Semi-Furnished,30.0,100000.0
Balewadi Gaon,Pune,1268.0,3,3,0,Semi-Furnished,26.0,33000.0
Andheri West,Mumbai,800.0,2,2,0,Furnished,75.0,60000.0
Dattwadi,Pune,610.0,1,1,0,Unfurnished,11.0,7000.0
Baner,Pune,780.0,2,2,2,Unfurnished,41.0,32000.0
Punjabi Bagh West,New Delhi,700.0,1,1,0,Furnished,17.0,12000.0
Bhandup East,Mumbai,560.0,1,1,0,Unfurnished,54.0,30000.0
Kandivali East,Mumbai,1200.0,3,3,0,Furnished,54.0,65000.0
Kaval Byrasandra,Bangalore,1280.0,3,3,0,Semi-Furnished,18.0,23000.0
Viman Nagar Central,Pune,800.0,2,2,0,Furnished,53.0,42000.0
Malad East,Mumbai,3918.0,4,6,4,Semi-Furnished,51.0,200000.0
Shanti Niketan,New Delhi,2700.0,4,3,2,Furnished,148.0,400000.0
Sector 7 Dwarka,New Delhi,1850.0,3,2,3,Semi-Furnished,19.0,36000.0
Sector 7 Dwarka,New Delhi,495.0,1,1,0,Semi-Furnished,29.0,14500.0
Laxmi Bai Nagar,New Delhi,356.0,1,1,0,Semi-Furnished,56.0,20000.0
Shivaji Nagar,Nagpur,1300.0,3,2,3,Semi-Furnished,31.0,40000.0
Moshi High Street,Pune,400.0,1,1,0,Unfurnished,38.0,15000.0
Electronic City Phase 2,Bangalore,1650.0,3,3,2,Furnished,33.0,55000.0
Bhandup West,Mumbai,750.0,2,2,0,Furnished,43.0,32000.0
Byculla,Mumbai,1080.0,3,3,0,Unfurnished,139.0,150000.0
Manjri Budruk,Pune,550.0,1,1,0,Unfurnished,11.0,6000.0
Laxmi Nagar,New Delhi,900.0,2,2,0,Semi-Furnished,16.0,14000.0
Chhattarpur,New Delhi,850.0,2,2,0,Semi-Furnished,21.0,18000.0
Koramangala,Bangalore,1800.0,4,5,0,Semi-Furnished,83.0,150000.0
Wadala,Mumbai,710.0,2,2,0,Unfurnished,92.0,65000.0
Tathawade,Pune,851.0,2,2,3,Semi-Furnished,35.0,30000.0
Kabool Nagar,New Delhi,565.0,2,1,0,Unfurnished,18.0,10000.0
Hulimavu,Bangalore,3832.0,5,5,0,Semi-Furnished,29.0,110000.0
IP Extension,New Delhi,1125.0,2,2,2,Semi-Furnished,31.0,35000.0
Ashok Nagar Kandivali East,Mumbai,400.0,1,2,0,Unfurnished,42.0,17000.0
GK I,New Delhi,5000.0,5,5,3,Semi-Furnished,90.0,450000.0
Bagaluru,Bangalore,1100.0,2,2,0,Semi-Furnished,15.0,17000.0
Borivali East,Mumbai,1073.0,3,3,0,Semi-Furnished,93.0,100000.0
Yeswanthpur,Bangalore,1480.0,3,3,2,Semi-Furnished,47.0,70000.0
Worli,Mumbai,1600.0,4,4,0,Furnished,281.0,450000.0
Block 5th Koramangala,Bangalore,1620.0,3,3,2,Semi-Furnished,31.0,50000.0
Hulimavu,Bangalore,770.0,2,2,0,Semi-Furnished,39.0,30000.0
Ghitorni,New Delhi,650.0,2,2,0,Unfurnished,15.0,10000.0
Narhe,Pune,350.0,1,1,0,Furnished,23.0,8000.0
Aundh,Pune,1250.0,3,3,0,Furnished,44.0,55000.0
Manish Nagar,Nagpur,810.0,2,2,2,Semi-Furnished,25.0,20000.0
Amravati Road,Nagpur,600.0,1,1,0,Furnished,28.0,16500.0
Ayappa Nagar KR Puram,Bangalore,700.0,1,1,0,Unfurnished,19.0,13500.0
Viveka Nagar,Bangalore,2500.0,4,4,4,Unfurnished,24.0,60000.0
HAL Old Airport Road,Bangalore,3470.0,4,4,4,Semi-Furnished,58.0,200000.0
